id,jlpt_level,word,reading,meaning,jmdict_pos,jmdict_glosses,image_status,image_score,image_type,visual_domain,image_query_en,image_query_ja,distractor_pool,classification_reason,source
n2_05177,N2,釘,くぎ,nail,noun (common) (futsuumeishi),nail | spike | tack | rivet | brad,review,55,noun_needs_review,general,nail,釘,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n2_05178,N2,釜,かま,"iron pot,kettle",noun (common) (futsuumeishi),iron pot | kettle,review,55,noun_needs_review,general,iron pot,釜,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n2_05179,N2,針路,しんろ,"course,direction,compass bearing",noun (common) (futsuumeishi),course | direction,review,55,noun_needs_review,general,course,針路,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n2_05180,N2,針金,はりがね,wire,noun (common) (futsuumeishi),wire,review,55,noun_needs_review,general,wire,針金,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n2_05183,N2,鈴,すず,bell,noun (common) (futsuumeishi),bell (often globular),review,55,noun_needs_review,general,bell,鈴,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n2_05184,N2,鉄橋,てっきょう,"railway bridge,iron bridge",noun (common) (futsuumeishi),railway bridge | iron bridge,review,55,noun_needs_review,general,railway bridge,鉄橋,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n2_05185,N2,鉄砲,てっぽう,gun,noun (common) (futsuumeishi),gun | firearm | wooden pole that wrestlers strike in practice | puffer fish,review,55,noun_needs_review,general,gun,鉄砲,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n2_05186,N2,鉢,はち,"a bowl,a pot",noun (common) (futsuumeishi),bowl | pot | basin | (plant) pot | flowerpot,review,55,noun_needs_review,general,bowl,鉢,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n2_05187,N2,鉱物,こうぶつ,mineral,noun (common) (futsuumeishi),mineral,review,55,noun_needs_review,general,mineral,鉱物,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n2_05188,N2,銅,どう,copper,noun (common) (futsuumeishi),copper (Cu) | bronze (medal),review,55,noun_needs_review,general,copper,銅,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n2_05190,N2,錆,さび,rust (colour),noun (common) (futsuumeishi),rust,review,55,noun_needs_review,general,rust,錆,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n2_05192,N2,録音,ろくおん,(audio) recording,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | transitive verb,(audio) recording,review,48,action_needs_review,person_family,person recordinging,録音,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n2_05193,N2,鐘,かね,"bell,chime",noun (common) (futsuumeishi),bell (often a large hanging bell) | chime,review,55,noun_needs_review,general,bell,鐘,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n2_05194,N2,鑑賞,かんしょう,appreciation,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | transitive verb,"appreciation (of art, music, poetry, etc.)",review,48,action_needs_review,person_family,person appreciationing,鑑賞,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n2_05195,N2,長女,ちょうじょ,eldest daughter,noun (common) (futsuumeishi),eldest daughter | first-born daughter,review,55,noun_needs_review,general,eldest daughter,長女,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n2_05197,N2,長所,ちょうしょ,"(1) strong point,merit,(2) advantage",noun (common) (futsuumeishi),strong point | merit | virtue | advantage,review,55,noun_needs_review,general,strong point,長所,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n2_05199,N2,長男,ちょうなん,eldest son,noun (common) (futsuumeishi),eldest son (may be the only son) | first-born son,review,55,noun_needs_review,general,eldest son,長男,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n2_05200,N2,長短,ちょうたん,"length,long and short,+-",noun (common) (futsuumeishi),(relative) length | advantages and disadvantages | pluses and minuses | strong and weak points | merits and demerits,review,55,noun_needs_review,general,length,長短,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n2_05201,N2,閉会,へいかい,closure,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | transitive verb | intransitive verb,"closure (of a ceremony, event, meeting, etc.)",review,48,action_needs_review,person_family,person closuring,閉会,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n2_05202,N2,開会,かいかい,opening of a meeting,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | transitive verb | intransitive verb,opening of a meeting,review,48,action_needs_review,person_family,person openinging of a meeting,開会,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n2_05204,N2,開通,かいつう,"opening,open",noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | intransitive verb,"opening (of a new road, railway, etc.) | going into operation (e.g. telephone communication) | beginning services | reopening (e.g. of a road to traffic) | resumption of services",review,48,action_needs_review,person_family,person openinging,開通,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n2_05205,N2,間も無く,まもなく,"soon,before long,in a short time",adverb (fukushi),soon | shortly | before long | in a short time | in a little while,review,48,action_needs_review,person_family,person sooning,間も無く,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n2_05207,N2,間隔,かんかく,"space,interval,SPC",noun (common) (futsuumeishi),space | interval | space character | whitespace,review,55,noun_needs_review,general,space,間隔,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n2_05208,N2,関東,かんとう,"eastern half of Japan, including Tokyo",noun (common) (futsuumeishi),Kantō (region comprising Tokyo and surrounding prefectures) | Kantō (eastern half of Japan; during the feudal era),review,55,noun_needs_review,general,eastern half of Japan,関東,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n2_05209,N2,関西,かんさい,"Kansai (region comprising Kyoto, Osaka, Kobe and surrounding prefectures) | Kansai (western half of Japan; during the feudal era)",noun (common) (futsuumeishi),"Kansai (region comprising Kyoto, Osaka, Kobe and surrounding prefectures) | Kansai (western half of Japan; during the feudal era)",review,55,noun_needs_review,general,Kansai (region comprising Kyoto,関西,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n2_05213,N2,限度,げんど,"limit,bounds",noun (common) (futsuumeishi),limit | bounds,review,55,noun_needs_review,general,limit,限度,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n2_05215,N2,陽射,ひざし,"sunlight,rays of the sun",noun (common) (futsuumeishi),sunlight | rays of the Sun,review,55,noun_needs_review,general,sunlight,陽射,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n2_05216,N2,随筆,ずいひつ,"essays,miscellaneous writings",noun (common) (futsuumeishi),essays | miscellaneous writings | literary jottings,review,55,noun_needs_review,general,essays,随筆,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n2_05218,N2,隙間,すきま,"crevice,crack,gap,opening",noun (common) (futsuumeishi),gap | opening | aperture | crevice | crack,review,55,noun_needs_review,general,crevice,隙間,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n2_05220,N2,集会,しゅうかい,"meeting,assembly",noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | intransitive verb,meeting | assembly | gathering | congregation | convention,review,48,action_needs_review,person_family,person meetinging,集会,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n2_05221,N2,集合,しゅうごう,"gathering,assembly,meeting,set (math)",noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | intransitive verb,meeting up | gathering | assembly | set,review,48,action_needs_review,person_family,person gatheringing,集合,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n2_05223,N2,雑巾,ぞうきん,"house-cloth,dust cloth",noun (common) (futsuumeishi),house-cloth | dust cloth,review,55,noun_needs_review,general,house-cloth,雑巾,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n2_05224,N2,雑音,ざつおん,"noise (jarring, grating)",noun (common) (futsuumeishi),noise (usu. unpleasant) | interference (e.g. radio) | static | noise | gossip,review,55,noun_needs_review,general,noise (jarring,雑音,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n2_05225,N2,雨戸,あまど,sliding storm door,noun (common) (futsuumeishi),sliding storm shutter,review,55,noun_needs_review,general,sliding storm door,雨戸,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n2_05226,N2,零点,れいてん,"zero,no marks",noun (common) (futsuumeishi),"zero (points, marks) | no marks | zero (of a function) | root | zero degrees (Celsius)",review,55,noun_needs_review,general,zero,零点,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n2_05227,N2,電力,でんりょく,electric power,noun (common) (futsuumeishi),electric power,review,55,noun_needs_review,general,electric power,電力,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n2_05229,N2,電池,でんち,battery,noun (common) (futsuumeishi),battery | cell,review,55,noun_needs_review,general,battery,電池,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n2_05231,N2,電流,でんりゅう,electric current,noun (common) (futsuumeishi),electric current,review,55,noun_needs_review,general,electric current,電流,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n2_05232,N2,電球,でんきゅう,light bulb,noun (common) (futsuumeishi),light bulb,review,55,noun_needs_review,general,light bulb,電球,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n2_05233,N2,青少年,せいしょうねん,"youth,young person",noun (common) (futsuumeishi),young people | youth | the younger generation,review,55,noun_needs_review,general,youth,青少年,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n2_05237,N2,面接,めんせつ,interview,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | intransitive verb,interview (e.g. for a job),review,48,action_needs_review,person_family,person interviewing,面接,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n2_05238,N2,面積,めんせき,area,noun (common) (futsuumeishi),area (measurement) | square measure | size (of land) | floor space,review,55,noun_needs_review,general,area,面積,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n2_05239,N2,響き,ひびき,"echo,sound,reverberation,noise",noun (common) (futsuumeishi),commotion | stir,review,55,noun_needs_review,general,echo,響き,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n2_05241,N2,頂点,ちょうてん,"top,summit",noun (common) (futsuumeishi),vertex | apex | top (e.g. of a mountain) | summit | peak,review,55,noun_needs_review,general,top,頂点,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n2_05242,N2,項目,こうもく,item,noun (common) (futsuumeishi),"item | heading | category | clause | headword (in a dictionary, encyclopedia, etc.)",review,55,noun_needs_review,general,item,項目,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n2_05243,N2,順々,じゅんじゅん,"in order,in turn",adverb (fukushi) | noun (common) (futsuumeishi),in order | in turn,review,48,action_needs_review,person_family,person ining order,順々,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n2_05244,N2,順序,じゅんじょ,"order,sequence,procedure",noun (common) (futsuumeishi),order | sequence | procedure,review,55,noun_needs_review,general,order,順序,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n2_05246,N2,領事,りょうじ,consul,noun (common) (futsuumeishi),consul,review,55,noun_needs_review,general,consul,領事,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n2_05247,N2,領収,りょうしゅう,"receipt,voucher",noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | transitive verb,receipt (of money) | receiving,review,48,action_needs_review,person_family,person receipting,領収,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
